id,name,star,character_key,series_key,series,edition,edition_short,variant,pose,rarity_index,rarity,colour_key,colour,battle_points,binder_value,recycle_value,power_type,power_name,power_text,power_json,secret_type,secret_name,secret_text,source,year,blurb
clara8,Clarabelle Cow · Platinum,Clarabelle Cow,clara,lot,The Studio Lot,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1928,"Flower on her hat, bell on her collar, song in her heart."
horace1,Horace Horsecollar,Horace Horsecollar,horace,lot,The Studio Lot,Classic,Classic,classic,normal,0,Common,org,Orange,3,25,25,chain,Chorus Line,+1 for each other gToon in its row,"{""t"":""chain"",""n"":1}",,,,packs / trades / free chip,1929,Wears his collar with pride. Pulls his weight.
horace2,Horace Horsecollar · The Plowboy,Horace Horsecollar,horace,lot,The Studio Lot,The Plowboy (1929),Reel 1929,reel,mirror,1,Uncommon,org,Orange,6,60,60,front,Spotlight,+3 when played in the front row,"{""t"":""front"",""n"":3}",,,,packs / trades / free chip,1929,Wears his collar with pride. Pulls his weight.
horace3,Horace Horsecollar · Spotlight,Horace Horsecollar,horace,lot,The Studio Lot,Spotlight,Spotlight,stage,zoom,2,Rare,blu,Blue,8,150,150,crown,Crown,+4 if nothing on your side has more points,"{""t"":""crown"",""n"":4}",,,,packs / trades / free chip,1929,Wears his collar with pride. Pulls his weight.
horace4,Horace Horsecollar · Holo,Horace Horsecollar,horace,lot,The Studio Lot,Holo,Holo,holo,hero,3,Mythic,org,Orange,8,500,500,perOwnColor,Rally,+2 for each of your Orange gToons,"{""t"":""perOwnColor"",""color"":""org"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1929,Wears his collar with pride. Pulls his weight.
horace5,Horace Horsecollar · Silver,Horace Horsecollar,horace,lot,The Studio Lot,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1929,Wears his collar with pride. Pulls his weight.
horace6,Horace Horsecollar · Dark Matter,Horace Horsecollar,horace,lot,The Studio Lot,Dark Matter,Dark Matter,dark,hero,3,Mythic,org,Orange,9,500,500,minusOppColor,Hex,-3 to each opponent Blue gToon,"{""t"":""minusOppColor"",""color"":""blu"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1929,Wears his collar with pride. Pulls his weight.
horace7,Horace Horsecollar · Gold,Horace Horsecollar,horace,lot,The Studio Lot,Full Gold,Gold,gold,hero,4,Legendary,org,Orange,13,1500,1500,chain,Chorus Line,+2 for each other gToon in its row,"{""t"":""chain"",""n"":2}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1929,Wears his collar with pride. Pulls his weight.
horace8,Horace Horsecollar · Platinum,Horace Horsecollar,horace,lot,The Studio Lot,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1929,Wears his collar with pride. Pulls his weight.
minnie1,Minnie (1928),Minnie (1928),minnie,lot,The Studio Lot,Classic,Classic,classic,normal,0,Common,red,Red,4,25,25,x2,Buddy,x2 to Steamboat Willie,"{""t"":""x2"",""id"":""willie""}",,,,packs / trades / free chip,1928,"The 1928 original. Flower hat, quick temper."
minnie2,Minnie (1928) · Plane Crazy,Minnie (1928),minnie,lot,The Studio Lot,Plane Crazy (1928),Reel 1928,reel,mirror,1,Uncommon,red,Red,7,60,60,plusOwnColor,Boost,+2 to each of your other Red gToons,"{""t"":""plusOwnColor"",""color"":""red"",""n"":2}",,,,packs / trades / free chip,1928,"The 1928 original. Flower hat, quick temper."
minnie3,Minnie (1928) · Spotlight,Minnie (1928),minnie,lot,The Studio Lot,Spotlight,Spotlight,stage,zoom,2,Rare,prp,Purple,9,150,150,shield,Shield,Cannot lose points to opposing powers,"{""t"":""shield""}",,,,packs / trades / free chip,1928,"The 1928 original. Flower hat, quick temper."
minnie4,Minnie (1928) · Holo,Minnie (1928),minnie,lot,The Studio Lot,Holo,Holo,holo,hero,3,Mythic,red,Red,9,500,500,perOwnColor,Rally,+2 for each of your Red gToons,"{""t"":""perOwnColor"",""color"":""red"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1928,"The 1928 original. Flower hat, quick temper."
minnie5,Minnie (1928) · Silver,Minnie (1928),minnie,lot,The Studio Lot,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,10,500,500,mirror,Mirror,Copies the opposing gToon's points,"{""t"":""mirror""}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1928,"The 1928 original. Flower hat, quick temper."
minnie6,Minnie (1928) · Dark Matter,Minnie (1928),minnie,lot,The Studio Lot,Dark Matter,Dark Matter,dark,hero,3,Mythic,red,Red,10,500,500,minusOppColor,Hex,-3 to each opponent Green gToon,"{""t"":""minusOppColor"",""color"":""grn"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1928,"The 1928 original. Flower hat, quick temper."
minnie7,Minnie (1928) · Gold,Minnie (1928),minnie,lot,The Studio Lot,Full Gold,Gold,gold,hero,4,Legendary,red,Red,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1928,"The 1928 original. Flower hat, quick temper."
minnie8,Minnie (1928) · Platinum,Minnie (1928),minnie,lot,The Studio Lot,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1928,"The 1928 original. Flower hat, quick temper."
mutt1,Mutt,Mutt,mutt,fun,Funny Pages,Classic,Classic,classic,normal,0,Common,grn,Green,4,25,25,x2,Buddy,x2 to Jeff,"{""t"":""x2"",""id"":""jeff""}",,,,packs / trades / free chip,1907,"Tall, broke and always betting on the wrong horse."
mutt2,Mutt · Mutt and Jeff,Mutt,mutt,fun,Funny Pages,Mutt and Jeff (1907),Reel 1907,reel,mirror,1,Uncommon,grn,Green,7,60,60,late,Encore,+4 if played in the last three turns,"{""t"":""late"",""n"":4}",,,,packs / trades / free chip,1907,"Tall, broke and always betting on the wrong horse."
mutt3,Mutt · Spotlight,Mutt,mutt,fun,Funny Pages,Spotlight,Spotlight,stage,zoom,2,Rare,grn,Green,9,150,150,underdog,Underdog,+6 if the opposing gToon has more points,"{""t"":""underdog"",""n"":6}",,,,packs / trades / free chip,1907,"Tall, broke and always betting on the wrong horse."
mutt4,Mutt · Holo,Mutt,mutt,fun,Funny Pages,Holo,Holo,holo,hero,3,Mythic,grn,Green,9,500,500,perOwnColor,Rally,+2 for each of your Green gToons,"{""t"":""perOwnColor"",""color"":""grn"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1907,"Tall, broke and always betting on the wrong horse."
mutt5,Mutt · Silver,Mutt,mutt,fun,Funny Pages,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,10,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1907,"Tall, broke and always betting on the wrong horse."
mutt6,Mutt · Dark Matter,Mutt,mutt,fun,Funny Pages,Dark Matter,Dark Matter,dark,hero,3,Mythic,grn,Green,10,500,500,minusOppColor,Hex,-3 to each opponent Red gToon,"{""t"":""minusOppColor"",""color"":""red"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1907,"Tall, broke and always betting on the wrong horse."
mutt7,Mutt · Gold,Mutt,mutt,fun,Funny Pages,Full Gold,Gold,gold,hero,4,Legendary,grn,Green,13,1500,1500,plusOwnColor,Boost,+3 to each of your other Green gToons,"{""t"":""plusOwnColor"",""color"":""grn"",""n"":3}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1907,"Tall, broke and always betting on the wrong horse."
mutt8,Mutt · Platinum,Mutt,mutt,fun,Funny Pages,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1907,"Tall, broke and always betting on the wrong horse."
jeff1,Jeff,Jeff,jeff,fun,Funny Pages,Classic,Classic,classic,normal,0,Common,grn,Green,2,25,25,x2,Buddy,x2 to Mutt,"{""t"":""x2"",""id"":""mutt""}",,,,packs / trades / free chip,1908,"Short, bald and convinced he is Napoleon. Sometimes right."
jeff2,Jeff · Mutt and Jeff,Jeff,jeff,fun,Funny Pages,Mutt and Jeff (1908),Reel 1908,reel,mirror,1,Uncommon,yel,Yellow,5,60,60,lonely,Loner,+4 if no gToons are next to it,"{""t"":""lonely"",""n"":4}",,,,packs / trades / free chip,1908,"Short, bald and convinced he is Napoleon. Sometimes right."
jeff3,Jeff · Spotlight,Jeff,jeff,fun,Funny Pages,Spotlight,Spotlight,stage,zoom,2,Rare,grn,Green,7,150,150,first,Opener,+5 if played first,"{""t"":""first"",""n"":5}",,,,packs / trades / free chip,1908,"Short, bald and convinced he is Napoleon. Sometimes right."
jeff4,Jeff · Holo,Jeff,jeff,fun,Funny Pages,Holo,Holo,holo,hero,3,Mythic,grn,Green,8,500,500,perOwnColor,Rally,+2 for each of your Green gToons,"{""t"":""perOwnColor"",""color"":""grn"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1908,"Short, bald and convinced he is Napoleon. Sometimes right."
jeff5,Jeff · Silver,Jeff,jeff,fun,Funny Pages,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1908,"Short, bald and convinced he is Napoleon. Sometimes right."
jeff6,Jeff · Dark Matter,Jeff,jeff,fun,Funny Pages,Dark Matter,Dark Matter,dark,hero,3,Mythic,grn,Green,9,500,500,minusOppColor,Hex,-3 to each opponent Red gToon,"{""t"":""minusOppColor"",""color"":""red"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1908,"Short, bald and convinced he is Napoleon. Sometimes right."
jeff7,Jeff · Gold,Jeff,jeff,fun,Funny Pages,Full Gold,Gold,gold,hero,4,Legendary,grn,Green,13,1500,1500,late,Encore,+6 if played in the last three turns,"{""t"":""late"",""n"":6}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1908,"Short, bald and convinced he is Napoleon. Sometimes right."
jeff8,Jeff · Platinum,Jeff,jeff,fun,Funny Pages,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1908,"Short, bald and convinced he is Napoleon. Sometimes right."
hooligan1,Happy Hooligan,Happy Hooligan,hooligan,fun,Funny Pages,Classic,Classic,classic,normal,0,Common,org,Orange,3,25,25,underdog,Underdog,+3 if the opposing gToon has more points,"{""t"":""underdog"",""n"":3}",,,,packs / trades / free chip,1900,A tin can for a hat and nothing but good luck. Mostly.
hooligan2,Happy Hooligan · Happy Hooligan,Happy Hooligan,hooligan,fun,Funny Pages,Happy Hooligan (1900),Reel 1900,reel,mirror,1,Uncommon,org,Orange,5,60,60,steal,Pickpocket,Takes 2 points from the opposing gToon,"{""t"":""steal"",""n"":2}",,,,packs / trades / free chip,1900,A tin can for a hat and nothing but good luck. Mostly.
hooligan3,Happy Hooligan · Spotlight,Happy Hooligan,hooligan,fun,Funny Pages,Spotlight,Spotlight,stage,zoom,2,Rare,org,Orange,8,150,150,lonely,Loner,+5 if no gToons are next to it,"{""t"":""lonely"",""n"":5}",,,,packs / trades / free chip,1900,A tin can for a hat and nothing but good luck. Mostly.
hooligan4,Happy Hooligan · Holo,Happy Hooligan,hooligan,fun,Funny Pages,Holo,Holo,holo,hero,3,Mythic,org,Orange,8,500,500,perOwnColor,Rally,+2 for each of your Orange gToons,"{""t"":""perOwnColor"",""color"":""org"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1900,A tin can for a hat and nothing but good luck. Mostly.
hooligan5,Happy Hooligan · Silver,Happy Hooligan,hooligan,fun,Funny Pages,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1900,A tin can for a hat and nothing but good luck. Mostly.
hooligan6,Happy Hooligan · Dark Matter,Happy Hooligan,hooligan,fun,Funny Pages,Dark Matter,Dark Matter,dark,hero,3,Mythic,org,Orange,9,500,500,minusOppColor,Hex,-3 to each opponent Blue gToon,"{""t"":""minusOppColor"",""color"":""blu"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1900,A tin can for a hat and nothing but good luck. Mostly.
hooligan7,Happy Hooligan · Gold,Happy Hooligan,hooligan,fun,Funny Pages,Full Gold,Gold,gold,hero,4,Legendary,org,Orange,13,1500,1500,underdog,Underdog,+8 if the opposing gToon has more points,"{""t"":""underdog"",""n"":8}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1900,A tin can for a hat and nothing but good luck. Mostly.
hooligan8,Happy Hooligan · Platinum,Happy Hooligan,hooligan,fun,Funny Pages,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1900,A tin can for a hat and nothing but good luck. Mostly.
buster1,Buster Brown,Buster Brown,buster,fun,Funny Pages,Classic,Classic,classic,normal,0,Common,red,Red,3,25,25,bomb,Brick,-1 to the opposing gToon and its row neighbours,"{""t"":""bomb"",""n"":1}",,,,packs / trades / free chip,1902,"Bow tie, bulldog and a resolution after every disaster."
buster2,Buster Brown · Buster Brown,Buster Brown,buster,fun,Funny Pages,Buster Brown (1902),Reel 1902,reel,mirror,1,Uncommon,red,Red,6,60,60,opp,Jab,-3 to the opposing gToon,"{""t"":""opp"",""n"":3}",,,,packs / trades / free chip,1902,"Bow tie, bulldog and a resolution after every disaster."
buster3,Buster Brown · Spotlight,Buster Brown,buster,fun,Funny Pages,Spotlight,Spotlight,stage,zoom,2,Rare,yel,Yellow,9,150,150,chain,Chorus Line,+2 for each other gToon in its row,"{""t"":""chain"",""n"":2}",,,,packs / trades / free chip,1902,"Bow tie, bulldog and a resolution after every disaster."
buster4,Buster Brown · Holo,Buster Brown,buster,fun,Funny Pages,Holo,Holo,holo,hero,3,Mythic,red,Red,8,500,500,perOwnColor,Rally,+2 for each of your Red gToons,"{""t"":""perOwnColor"",""color"":""red"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1902,"Bow tie, bulldog and a resolution after every disaster."
buster5,Buster Brown · Silver,Buster Brown,buster,fun,Funny Pages,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1902,"Bow tie, bulldog and a resolution after every disaster."
buster6,Buster Brown · Dark Matter,Buster Brown,buster,fun,Funny Pages,Dark Matter,Dark Matter,dark,hero,3,Mythic,red,Red,9,500,500,minusOppColor,Hex,-3 to each opponent Green gToon,"{""t"":""minusOppColor"",""color"":""grn"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1902,"Bow tie, bulldog and a resolution after every disaster."
buster7,Buster Brown · Gold,Buster Brown,buster,fun,Funny Pages,Full Gold,Gold,gold,hero,4,Legendary,red,Red,13,1500,1500,bomb,Brick,-3 to the opposing gToon and its row neighbours,"{""t"":""bomb"",""n"":3}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1902,"Bow tie, bulldog and a resolution after every disaster."
buster8,Buster Brown · Platinum,Buster Brown,buster,fun,Funny Pages,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1902,"Bow tie, bulldog and a resolution after every disaster."
pz01,Orbit Rookie,Orbit Rookie,rookie,pz,Orbit Prizes,Prize,Prize,holo,normal,5,Prize,slv,Silver,7,750,0,first,Opener,+5 if played first,"{""t"":""first"",""n"":5}",,,,prize (earned),2000,Awarded to every new Orbiter. Welcome aboard!
pz02,Streak Comet,Streak Comet,comet,pz,Orbit Prizes,Prize,Prize,holo,normal,5,Prize,org,Orange,11,750,0,front,Spotlight,+5 when played in the front row,"{""t"":""front"",""n"":5}",,,,prize (earned),2000,Earned by logging in 7 days in a row.
pz03,Collector's Crown,Collector's Crown,crown,pz,Orbit Prizes,Prize,Prize,holo,normal,5,Prize,yel,Yellow,11,750,0,perOwnColor,Rally,+3 for each of your Silver gToons,"{""t"":""perOwnColor"",""color"":""slv"",""n"":3}",,,,prize (earned),2000,Earned by collecting 60 different cToons.
pz04,Trade Titan,Trade Titan,titan,pz,Orbit Prizes,Prize,Prize,holo,normal,5,Prize,slv,Silver,12,750,0,plusOwnColor,Boost,+2 to each of your other Silver gToons,"{""t"":""plusOwnColor"",""color"":""slv"",""n"":2}",,,,prize (earned),2000,Earned by completing 10 trades.
pz05,Battle Badge,Battle Badge,badge,pz,Orbit Prizes,Prize,Prize,holo,normal,5,Prize,red,Red,12,750,0,opp,Jab,-7 to the opposing gToon,"{""t"":""opp"",""n"":7}",,,,prize (earned),2000,Earned by winning 25 gToons matches.
pz06,Champion's Star,Champion's Star,champ,pz,Orbit Prizes,Prize,Prize,holo,normal,5,Prize,slv,Silver,16,750,0,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",,,,prize (earned),2000,Earned by defeating the Orbit Master.
kp1,Koko · Keeper's Frame,Koko,koko,tour,Orbit Tour,Keeper's Frame,Frame,gold,hero,4,Legendary,slv,Silver,12,1500,1500,mirror,Mirror,Copies the opposing gToon's points,"{""t"":""mirror""}",shield,Shield,Cannot lose points to opposing powers,tour keeper (1 of 1),2000,Frame one of seven. Inkwell Alley remembers.
kp2,Popeye · Keeper's Frame,Popeye,popeye,tour,Orbit Tour,Keeper's Frame,Frame,gold,hero,4,Legendary,blu,Blue,14,1500,1500,opp,Jab,-6 to the opposing gToon,"{""t"":""opp"",""n"":6}",crown,Crown,+4 if nothing on your side has more points,tour keeper (1 of 1),2000,Frame two of seven. Strong to the finish.
kp3,Ignatz · Keeper's Frame,Ignatz,ignatz,tour,Orbit Tour,Keeper's Frame,Frame,gold,hero,4,Legendary,org,Orange,12,1500,1500,bomb,Brick,-3 to the opposing gToon and its row neighbours,"{""t"":""bomb"",""n"":3}",late,Encore,+5 if played in the last three turns,tour keeper (1 of 1),2000,"Frame three of seven. Brick, meet Kat."
kp4,Nemo · Keeper's Frame,Nemo,nemo,tour,Orbit Tour,Keeper's Frame,Frame,gold,hero,4,Legendary,blu,Blue,13,1500,1500,last,Closer,+9 if played last,"{""t"":""last"",""n"":9}",veto,Veto,Cancels the opposing gToon's power,tour keeper (1 of 1),2000,Frame four of seven. Everything bends in Slumberland.
kp5,Oswald · Keeper's Frame,Oswald,oswald,tour,Orbit Tour,Keeper's Frame,Frame,gold,hero,4,Legendary,prp,Purple,14,1500,1500,plusOwnColor,Boost,+3 to each of your other Purple gToons,"{""t"":""plusOwnColor"",""color"":""prp"",""n"":3}",chain,Chorus Line,+2 for each other gToon in its row,tour keeper (1 of 1),2000,Frame five of seven. Lucky by design.
kp6,Mutt · Keeper's Frame,Mutt,mutt,tour,Orbit Tour,Keeper's Frame,Frame,gold,hero,4,Legendary,grn,Green,13,1500,1500,chain,Chorus Line,+2 for each other gToon in its row,"{""t"":""chain"",""n"":2}",underdog,Underdog,+8 if the opposing gToon has more points,tour keeper (1 of 1),2000,Frame six of seven. Hold the front page.
kp7,Felix · Keeper's Frame,Felix,felix,tour,Orbit Tour,Keeper's Frame,Frame,gold,hero,4,Legendary,slv,Silver,16,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",crown,Crown,+6 if nothing on your side has more points,tour keeper (1 of 1),2000,Frame seven of seven. The reel is whole again.
